;0;1;2;3;5;10;15;45;90;135;180
0;0;0.119;0.238;0.357;0.595;1.19;1.784;13.46588161;18.60612045;13.46588161;0
0.1;0;0.119;0.238;0.357;0.595;1.19;1.784;13.46588161;18.60612045;13.46588161;0
0.5;0;0.119;0.238;0.357;0.595;1.19;1.784;14.422;21.42776831;14.42180753;0
1.1;0;0.138;0.292;0.463;0.855;1.723;2.324;22.28629127;52.73711791;22.28629127;0
2;0;0.143;0.303;0.477;0.799;1.518;4.12;28.26654084;49.33831602;28.26654084;0
5;0;0.113;0.23;0.33;0.636;2.035;3.48;23.90023893;45.32938194;23.90023893;0
10;0;0.113;0.23;0.33;0.636;2.035;3.48;23.90023893;45.32938194;23.90023893;0
