;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;45;90;135;180
0;0;0.048;0.096;0.144;0.191;0.2385;0.2855;0.3325;0.379;0.425;0.4695;0.5145;0.5585;0.602;0.645;0.6865;1.474819867;1.547796645;1.474819867;0
0.1;0;0.048;0.096;0.144;0.191;0.2385;0.2855;0.3325;0.379;0.425;0.4695;0.5145;0.5585;0.602;0.645;0.6865;1.474819867;1.547796645;1.474819867;0
0.5;0;0.0485;0.097;0.145;0.1925;0.2405;0.288;0.335;0.382;0.428;0.4735;0.519;0.5635;0.607;0.6505;0.6925;1.511939548;1.617813016;1.511939548;0
1.1;0;0.0525;0.1045;0.1565;0.2085;0.2595;0.3105;0.361;0.411;0.4605;0.509;0.5575;0.605;0.6525;0.698;0.742;1.84066661;2.136227577;1.84066661;0
2;0;0.0485;0.097;0.146;0.194;0.2415;0.2895;0.336;0.383;0.4285;0.474;0.5185;0.56;0.5965;0.6275;0.657;1.601935001;2.122056252;1.601935001;0
5;0;0.0235;0.0465;0.07;0.093;0.116;0.138;0.1595;0.18;0.2;0.2185;0.2365;0.253;0.267;0.2805;0.291;1.336386805;2.60688718;1.336386805;0
10;0;0.0235;0.0465;0.07;0.093;0.116;0.138;0.1595;0.18;0.2;0.2185;0.2365;0.253;0.267;0.2805;0.291;1.336386805;2.60688718;1.336386805;0
